分类名称,语言,自然表达,金额,币种,备注,日期规则,展开日期
旅游度假,zh,亲子游乐园行1500块,1500,CNY,亲子游,anchor,2026-08-31
旅游度假,en,Family theme park trip 1500 bucks,1500,CNY,Family trip,anchor,2026-08-31
旅游度假,zh,新疆自驾游10000元,10000,CNY,新疆自驾,anchor,2026-08-31
旅游度假,en,Xinjiang road trip 10000 yuan,10000,CNY,Xinjiang road trip,anchor,2026-08-31
旅游度假,zh,新加坡旅游8000HKD,8000,HKD,新加坡游,anchor,2026-08-31
旅游度假,en,Singapore trip 8000 HKD,8000,HKD,Singapore trip,anchor,2026-08-31
旅游度假,zh,漂流门票180元,180,CNY,漂流,anchor,2026-08-31
旅游度假,en,Rafting ticket 180 yuan,180,CNY,Rafting,anchor,2026-08-31
旅游度假,zh,登山徒步团300块,300,CNY,徒步,anchor,2026-08-31
旅游度假,en,Hiking group tour 300 bucks,300,CNY,Hiking,anchor,2026-08-31
旅游度假,zh,马尔代夫蜜月游20000元,20000,CNY,蜜月游,anchor,2026-08-31
旅游度假,en,Maldives honeymoon trip 20000 yuan,20000,CNY,Honeymoon trip,anchor,2026-08-31
旅游度假,zh,今天明天香港本地一日游都300HKD,300,HKD,香港一日游,"rel:0,1",2026-08-31|2026-09-01
旅游度假,en,HK local day trip 300 HKD today and tomorrow,300,HKD,HK day trip,"rel:0,1",2026-08-31|2026-09-01
旅游度假,zh,张家界旅游2500元,2500,CNY,张家界,anchor,2026-08-31
旅游度假,en,Zhangjiajie trip 2500 yuan,2500,CNY,Zhangjiajie,anchor,2026-08-31
旅游度假,zh,游轮游三天两晚1800块,1800,CNY,游轮游,anchor,2026-08-31
旅游度假,en,Cruise trip three days two nights 1800 bucks,1800,CNY,Cruise trip,anchor,2026-08-31
旅游度假,zh,台湾环岛游12000HKD,12000,HKD,环岛游,anchor,2026-08-31
旅游度假,en,Taiwan island tour 12000 HKD,12000,HKD,Island tour,anchor,2026-08-31
旅游度假,zh,草原五日游3000元,3000,CNY,草原游,anchor,2026-08-31
旅游度假,en,Grassland five-day tour 3000 yuan,3000,CNY,Grassland trip,anchor,2026-08-31
旅游度假,zh,温泉度假村两日游880块,880,CNY,温泉度假,anchor,2026-08-31
旅游度假,en,Hot spring resort two-day trip 880 bucks,880,CNY,Hot spring resort,anchor,2026-08-31
旅游度假,zh,香港离岛游200HKD,200,HKD,离岛游,anchor,2026-08-31
旅游度假,en,HK outlying island trip 200 HKD,200,HKD,Outlying island trip,anchor,2026-08-31
旅游度假,zh,西藏旅行8000元,8000,CNY,西藏游,anchor,2026-08-31
旅游度假,en,Tibet trip 8000 yuan,8000,CNY,Tibet trip,anchor,2026-08-31
旅游度假,zh,摄影团采风1500块,1500,CNY,摄影团,anchor,2026-08-31
旅游度假,en,Photo tour group 1500 bucks,1500,CNY,Photo tour,anchor,2026-08-31
旅游度假,zh,美国东西海岸游20000HKD,20000,HKD,美国游,anchor,2026-08-31
旅游度假,en,US coast-to-coast trip 20000 HKD,20000,HKD,US trip,anchor,2026-08-31
旅游度假,zh,黄山旅游1200元,1200,CNY,黄山,anchor,2026-08-31
旅游度假,en,Huangshan trip 1200 yuan,1200,CNY,Huangshan,anchor,2026-08-31
旅游度假,zh,农家乐两日游600块,600,CNY,农家乐,anchor,2026-08-31
旅游度假,en,Farm stay two-day trip 600 bucks,600,CNY,Farm stay,anchor,2026-08-31
旅游度假,zh,港澳五日游3000HKD,3000,HKD,港澳游,anchor,2026-08-31
旅游度假,en,Hong Kong Macau five-day tour 3000 HKD,3000,HKD,HK Macau trip,anchor,2026-08-31
旅游度假,zh,桂林山水游1800元,1800,CNY,桂林游,anchor,2026-08-31
旅游度假,en,Guilin landscape trip 1800 yuan,1800,CNY,Guilin trip,anchor,2026-08-31
旅游度假,zh,沙漠穿越团2500块,2500,CNY,沙漠穿越,anchor,2026-08-31
旅游度假,en,Desert crossing tour 2500 bucks,2500,CNY,Desert crossing,anchor,2026-08-31
旅游度假,zh,香港长洲岛一日游150HKD,150,HKD,长洲岛,anchor,2026-08-31
旅游度假,en,HK Cheung Chau day trip 150 HKD,150,HKD,Cheung Chau,anchor,2026-08-31
旅游度假,zh,西安古都游2000元,2000,CNY,西安游,anchor,2026-08-31
旅游度假,en,Xi'an ancient capital trip 2000 yuan,2000,CNY,Xi'an trip,anchor,2026-08-31
旅游度假,zh,滑雪度假三日游1500块,1500,CNY,滑雪度假,anchor,2026-08-31
旅游度假,en,Ski resort three-day trip 1500 bucks,1500,CNY,Ski resort trip,anchor,2026-08-31
旅游度假,zh,澳大利亚游15000HKD,15000,HKD,澳洲游,anchor,2026-08-31
旅游度假,en,Australia trip 15000 HKD,15000,HKD,Australia trip,anchor,2026-08-31
旅游度假,zh,武夷山旅游800元,800,CNY,武夷山,anchor,2026-08-31
旅游度假,en,Wuyi Mountain trip 800 yuan,800,CNY,Wuyi Mountain,anchor,2026-08-31
旅游度假,zh,海滨度假一周5000块,5000,CNY,海滨度假,anchor,2026-08-31
旅游度假,en,Beach resort one week 5000 bucks,5000,CNY,Beach resort,anchor,2026-08-31
旅游度假,zh,香港南丫岛一日游180HKD,180,HKD,南丫岛,anchor,2026-08-31
旅游度假,en,HK Lamma Island day trip 180 HKD,180,HKD,Lamma Island,anchor,2026-08-31
旅游度假,zh,九寨沟旅游2200元,2200,CNY,九寨沟,anchor,2026-08-31
旅游度假,en,Jiuzhaigou trip 2200 yuan,2200,CNY,Jiuzhaigou,anchor,2026-08-31
旅游度假,zh,美食团逛吃800块,800,CNY,美食团,anchor,2026-08-31
旅游度假,en,Food tour eating trip 800 bucks,800,CNY,Food tour,anchor,2026-08-31
旅游度假,zh,欧洲十国游25000HKD,25000,HKD,欧洲多国游,anchor,2026-08-31
旅游度假,en,Ten-country Europe tour 25000 HKD,25000,HKD,Multi-country Europe trip,anchor,2026-08-31
旅游度假,zh,长白山旅游1800元,1800,CNY,长白山,anchor,2026-08-31
旅游度假,en,Changbai Mountain trip 1800 yuan,1800,CNY,Changbai Mountain,anchor,2026-08-31
旅游度假,zh,露营装备租赁300块,300,CNY,露营,anchor,2026-08-31
旅游度假,en,Camping gear rental 300 bucks,300,CNY,Camping,anchor,2026-08-31
旅游度假,zh,香港大屿山一日游250HKD,250,HKD,大屿山,anchor,2026-08-31
旅游度假,en,HK Lantau day trip 250 HKD,250,HKD,Lantau,anchor,2026-08-31
旅游度假,zh,丽江大理游3000元,3000,CNY,丽江大理,anchor,2026-08-31
旅游度假,en,Lijiang Dali trip 3000 yuan,3000,CNY,Lijiang Dali,anchor,2026-08-31
旅游度假,zh,签证办理费500块,500,CNY,签证费,anchor,2026-08-31
旅游度假,en,Visa application fee 500 bucks,500,CNY,Visa fee,anchor,2026-08-31
酒店住宿,zh,昨天酒店住一晚花了380元,380,CNY,酒店,rel:-1,2026-08-30
酒店住宿,en,Hotel one night 380 yuan yesterday,380,CNY,Hotel,rel:-1,2026-08-30
酒店住宿,zh,民宿两晚花了600块,600,CNY,民宿,anchor,2026-08-31
酒店住宿,en,Homestay two nights 600 bucks,600,CNY,Homestay,anchor,2026-08-31
酒店住宿,zh,香港酒店一晚1200HKD,1200,HKD,香港酒店,anchor,2026-08-31
酒店住宿,en,HK hotel one night 1200 HKD,1200,HKD,HK hotel,anchor,2026-08-31
酒店住宿,zh,出差住宿报销前花了450元,450,CNY,出差住宿,anchor,2026-08-31
酒店住宿,en,Business trip lodging 450 yuan before reimbursement,450,CNY,Business lodging,anchor,2026-08-31
酒店住宿,zh,本周四五星级酒店一晚1800块,1800,CNY,五星级,weekday:4,2026-09-03
酒店住宿,en,Five-star hotel one night 1800 bucks this Thursday,1800,CNY,Five-star hotel,weekday:4,2026-09-03
酒店住宿,zh,快捷酒店住三晚花了750元,750,CNY,快捷酒店,anchor,2026-08-31
酒店住宿,en,Budget hotel three nights 750 yuan,750,CNY,Budget hotel,anchor,2026-08-31
酒店住宿,zh,海景酒店一晚2500HKD,2500,HKD,海景酒店,anchor,2026-08-31
酒店住宿,en,Sea-view hotel one night 2500 HKD,2500,HKD,Sea-view hotel,anchor,2026-08-31
酒店住宿,zh,青旅床位花了80元,80,CNY,青旅,anchor,2026-08-31
酒店住宿,en,Hostel bunk 80 yuan,80,CNY,Hostel,anchor,2026-08-31
酒店住宿,zh,海外酒店一晚300USD,300,USD,海外酒店,anchor,2026-08-31
酒店住宿,en,Overseas hotel one night 300 USD,300,USD,Overseas hotel,anchor,2026-08-31
酒店住宿,zh,钟点房花了120块,120,CNY,钟点房,anchor,2026-08-31
酒店住宿,en,Hourly room 120 bucks,120,CNY,Hourly room,anchor,2026-08-31
酒店住宿,zh,8月6日连锁酒店标间一晚280元,280,CNY,连锁酒店,ymd:2026-08-06,2026-08-06
酒店住宿,en,Chain hotel standard room 280 yuan on August 6,280,CNY,Chain hotel,ymd:2026-08-06,2026-08-06
酒店住宿,zh,度假别墅一晚3000块,3000,CNY,度假别墅,anchor,2026-08-31
酒店住宿,en,Vacation villa one night 3000 bucks,3000,CNY,Vacation villa,anchor,2026-08-31
酒店住宿,zh,香港铜锣湾酒店一晚1800HKD,1800,HKD,铜锣湾,anchor,2026-08-31
酒店住宿,en,HK Causeway Bay hotel one night 1800 HKD,1800,HKD,Causeway Bay,anchor,2026-08-31
酒店住宿,zh,商务酒店一晚320元,320,CNY,商务酒店,anchor,2026-08-31
酒店住宿,en,Business hotel one night 320 yuan,320,CNY,Business hotel,anchor,2026-08-31
酒店住宿,zh,主题酒店一晚480块,480,CNY,主题酒店,anchor,2026-08-31
酒店住宿,en,Theme hotel one night 480 bucks,480,CNY,Theme hotel,anchor,2026-08-31
酒店住宿,zh,机场附近酒店一晚350元,350,CNY,机场酒店,anchor,2026-08-31
酒店住宿,en,Airport hotel one night 350 yuan,350,CNY,Airport hotel,anchor,2026-08-31
酒店住宿,zh,香港尖沙咀酒店一晚2000HKD,2000,HKD,尖沙咀,anchor,2026-08-31
酒店住宿,en,HK Tsim Sha Tsui hotel one night 2000 HKD,2000,HKD,Tsim Sha Tsui,anchor,2026-08-31
酒店住宿,zh,民宿包院一天1500元,1500,CNY,包院,anchor,2026-08-31
酒店住宿,en,Homestay whole courtyard one day 1500 yuan,1500,CNY,Whole courtyard,anchor,2026-08-31
酒店住宿,zh,电竞酒店双人间一晚260块,260,CNY,电竞酒店,anchor,2026-08-31
酒店住宿,en,Esports hotel double room one night 260 bucks,260,CNY,Esports hotel,anchor,2026-08-31
酒店住宿,zh,温泉酒店一晚680元,680,CNY,温泉酒店,anchor,2026-08-31
酒店住宿,en,Hot spring hotel one night 680 yuan,680,CNY,Hot spring hotel,anchor,2026-08-31
酒店住宿,zh,8月27日香港迪士尼酒店一晚3000HKD,3000,HKD,迪士尼酒店,ymd:2026-08-27,2026-08-27
酒店住宿,en,HK Disneyland hotel one night 3000 HKD on August 27,3000,HKD,Disneyland hotel,ymd:2026-08-27,2026-08-27
酒店住宿,zh,招待所一晚80元,80,CNY,招待所,anchor,2026-08-31
酒店住宿,en,Guesthouse one night 80 yuan,80,CNY,Guesthouse,anchor,2026-08-31
酒店住宿,zh,公寓式酒店两晚800块,800,CNY,公寓酒店,anchor,2026-08-31
酒店住宿,en,Serviced apartment two nights 800 bucks,800,CNY,Serviced apartment,anchor,2026-08-31
酒店住宿,zh,海景民宿一晚580元,580,CNY,海景民宿,anchor,2026-08-31
酒店住宿,en,Sea-view homestay one night 580 yuan,580,CNY,Sea-view homestay,anchor,2026-08-31
酒店住宿,zh,香港旺角酒店一晚800HKD,800,HKD,旺角,anchor,2026-08-31
酒店住宿,en,HK Mong Kok hotel one night 800 HKD,800,HKD,Mong Kok,anchor,2026-08-31
酒店住宿,zh,全季酒店一晚350元,350,CNY,全季,anchor,2026-08-31
酒店住宿,en,Ji Hotel one night 350 yuan,350,CNY,Ji Hotel,anchor,2026-08-31
酒店住宿,zh,四合院民宿一晚1200块,1200,CNY,四合院,anchor,2026-08-31
酒店住宿,en,Courtyard homestay one night 1200 bucks,1200,CNY,Courtyard homestay,anchor,2026-08-31
酒店住宿,zh,香港中环酒店一晚2500HKD,2500,HKD,中环,anchor,2026-08-31
酒店住宿,en,HK Central hotel one night 2500 HKD,2500,HKD,Central,anchor,2026-08-31
酒店住宿,zh,如家酒店一晚220元,220,CNY,如家,anchor,2026-08-31
酒店住宿,en,Home Inn one night 220 yuan,220,CNY,Home Inn,anchor,2026-08-31
酒店住宿,zh,度假酒店三晚2400块,2400,CNY,度假酒店,anchor,2026-08-31
酒店住宿,en,Resort hotel three nights 2400 bucks,2400,CNY,Resort hotel,anchor,2026-08-31
酒店住宿,zh,江景酒店一晚420元,420,CNY,江景酒店,anchor,2026-08-31
酒店住宿,en,River-view hotel one night 420 yuan,420,CNY,River-view hotel,anchor,2026-08-31
酒店住宿,zh,香港油麻地酒店一晚600HKD,600,HKD,油麻地,anchor,2026-08-31
酒店住宿,en,HK Yau Ma Tei hotel one night 600 HKD,600,HKD,Yau Ma Tei,anchor,2026-08-31
酒店住宿,zh,汉庭酒店一晚199元,199,CNY,汉庭,anchor,2026-08-31
酒店住宿,en,Hanting hotel one night 199 yuan,199,CNY,Hanting,anchor,2026-08-31
酒店住宿,zh,网红民宿一晚520块,520,CNY,网红民宿,anchor,2026-08-31
酒店住宿,en,Trendy homestay one night 520 bucks,520,CNY,Trendy homestay,anchor,2026-08-31
酒店住宿,zh,香港机场酒店一晚1000HKD,1000,HKD,机场酒店,anchor,2026-08-31
酒店住宿,en,HK airport hotel one night 1000 HKD,1000,HKD,Airport hotel,anchor,2026-08-31
酒店住宿,zh,七天酒店一晚150元,150,CNY,七天,anchor,2026-08-31
酒店住宿,en,7 Days Inn one night 150 yuan,150,CNY,7 Days Inn,anchor,2026-08-31
酒店住宿,zh,精品酒店一晚380块,380,CNY,精品酒店,anchor,2026-08-31
酒店住宿,en,Boutique hotel one night 380 bucks,380,CNY,Boutique hotel,anchor,2026-08-31
酒店住宿,zh,山景民宿一晚280元,280,CNY,山景民宿,anchor,2026-08-31
酒店住宿,en,Mountain-view homestay one night 280 yuan,280,CNY,Mountain-view homestay,anchor,2026-08-31
酒店住宿,zh,香港北角酒店一晚700HKD,700,HKD,北角,anchor,2026-08-31
酒店住宿,en,HK North Point hotel one night 700 HKD,700,HKD,North Point,anchor,2026-08-31
酒店住宿,zh,维也纳酒店一晚260元,260,CNY,维也纳,anchor,2026-08-31
酒店住宿,en,Vienna hotel one night 260 yuan,260,CNY,Vienna hotel,anchor,2026-08-31
酒店住宿,zh,loft酒店一晚450块,450,CNY,loft酒店,anchor,2026-08-31
酒店住宿,en,Loft hotel one night 450 bucks,450,CNY,Loft hotel,anchor,2026-08-31
酒店住宿,zh,香港红磡酒店一晚900HKD,900,HKD,红磡,anchor,2026-08-31
酒店住宿,en,HK Hung Hom hotel one night 900 HKD,900,HKD,Hung Hom,anchor,2026-08-31
酒店住宿,zh,亚朵酒店一晚360元,360,CNY,亚朵,anchor,2026-08-31
酒店住宿,en,Atour hotel one night 360 yuan,360,CNY,Atour,anchor,2026-08-31
酒店住宿,zh,家庭套房一晚680块,680,CNY,家庭套房,anchor,2026-08-31
酒店住宿,en,Family suite one night 680 bucks,680,CNY,Family suite,anchor,2026-08-31
酒店住宿,zh,香港铜锣湾迷你酒店一晚500HKD,500,HKD,迷你酒店,anchor,2026-08-31
酒店住宿,en,HK Causeway Bay mini hotel one night 500 HKD,500,HKD,Mini hotel,anchor,2026-08-31
酒店住宿,zh,格林豪泰一晚200元,200,CNY,格林豪泰,anchor,2026-08-31
酒店住宿,en,GreenTree Inn one night 200 yuan,200,CNY,GreenTree Inn,anchor,2026-08-31
酒店住宿,zh,海边木屋一晚380块,380,CNY,海边木屋,anchor,2026-08-31
酒店住宿,en,Beach cabin one night 380 bucks,380,CNY,Beach cabin,anchor,2026-08-31
酒店住宿,zh,香港佐敦酒店一晚650HKD,650,HKD,佐敦,anchor,2026-08-31
酒店住宿,en,HK Jordan hotel one night 650 HKD,650,HKD,Jordan,anchor,2026-08-31
酒店住宿,zh,酒店押金500元,500,CNY,押金,anchor,2026-08-31
酒店住宿,en,Hotel deposit 500 yuan,500,CNY,Deposit,anchor,2026-08-31
酒店住宿,zh,加早餐每人50块,50,CNY,早餐,anchor,2026-08-31
酒店住宿,en,Added breakfast 50 bucks per person,50,CNY,Breakfast,anchor,2026-08-31
人情送礼,zh,昨天给朋友买生日礼物花了300元,300,CNY,生日礼物,rel:-1,2026-08-30
人情送礼,en,Bought friend birthday gift 300 yuan yesterday,300,CNY,Birthday gift,rel:-1,2026-08-30
人情送礼,zh,探望病人买果篮花了150块,150,CNY,探病,anchor,2026-08-31
人情送礼,en,Fruit basket for hospital visit 150 bucks,150,CNY,Hospital visit,anchor,2026-08-31
人情送礼,zh,给客户送伴手礼花了500HKD,500,HKD,客户伴手礼,anchor,2026-08-31
人情送礼,en,Client souvenir gift 500 HKD,500,HKD,Client souvenir,anchor,2026-08-31
人情送礼,zh,本周三教师节买花送老师花了200元,200,CNY,教师节,weekday:3,2026-09-02
人情送礼,en,Teachers Day flowers for teacher 200 yuan this Wednesday,200,CNY,Teachers Day,weekday:3,2026-09-02
人情送礼,zh,给长辈买营养品花了400块,400,CNY,长辈礼品,anchor,2026-08-31
人情送礼,en,Health supplements for elders 400 bucks,400,CNY,Elder gift,anchor,2026-08-31
人情送礼,zh,乔迁礼物花了888元,888,CNY,乔迁礼,anchor,2026-08-31
人情送礼,en,Housewarming gift 888 yuan,888,CNY,Housewarming gift,anchor,2026-08-31
人情送礼,zh,结婚礼物买首饰花了2000HKD,2000,HKD,结婚礼,anchor,2026-08-31
人情送礼,en,Wedding gift jewelry 2000 HKD,2000,HKD,Wedding gift,anchor,2026-08-31
人情送礼,zh,给同事买离职礼物花了150元,150,CNY,离职礼,anchor,2026-08-31
人情送礼,en,Coworker farewell gift 150 yuan,150,CNY,Farewell gift,anchor,2026-08-31
人情送礼,zh,给外国客户送礼100USD,100,USD,客户礼品,anchor,2026-08-31
人情送礼,en,Gift for foreign client 100 USD,100,USD,Client gift,anchor,2026-08-31
人情送礼,zh,满月礼物花了300块,300,CNY,满月礼,anchor,2026-08-31
人情送礼,en,Full moon gift 300 bucks,300,CNY,Full moon gift,anchor,2026-08-31
人情送礼,zh,春节给长辈买礼品500元,500,CNY,春节礼,anchor,2026-08-31
人情送礼,en,Spring Festival gift for elders 500 yuan,500,CNY,Spring Festival gift,anchor,2026-08-31
人情送礼,zh,端午节送粽子礼盒128块,128,CNY,端午礼,anchor,2026-08-31
人情送礼,en,Dragon Boat Festival zongzi gift box 128 bucks,128,CNY,Dragon Boat gift,anchor,2026-08-31
人情送礼,zh,香港客户送茶叶礼盒800HKD,800,HKD,茶叶礼盒,anchor,2026-08-31
人情送礼,en,Tea gift box for HK client 800 HKD,800,HKD,Tea gift box,anchor,2026-08-31
人情送礼,zh,中秋节送月饼礼盒200元,200,CNY,中秋礼,anchor,2026-08-31
人情送礼,en,Mid-Autumn mooncake gift box 200 yuan,200,CNY,Mid-Autumn gift,anchor,2026-08-31
人情送礼,zh,给领导买烟酒600块,600,CNY,领导礼品,anchor,2026-08-31
人情送礼,en,Cigarettes and liquor for boss 600 bucks,600,CNY,Boss gift,anchor,2026-08-31
人情送礼,zh,新生儿礼物套装399元,399,CNY,新生儿礼,anchor,2026-08-31
人情送礼,en,Newborn gift set 399 yuan,399,CNY,Newborn gift,anchor,2026-08-31
人情送礼,zh,香港朋友搬家送摆件1000HKD,1000,HKD,搬家礼,anchor,2026-08-31
人情送礼,en,Decor for HK friend moving 1000 HKD,1000,HKD,Moving gift,anchor,2026-08-31
人情送礼,zh,感恩节送老师鲜花180元,180,CNY,感恩礼,anchor,2026-08-31
人情送礼,en,Thanksgiving flowers for teacher 180 yuan,180,CNY,Thanksgiving gift,anchor,2026-08-31
人情送礼,zh,给客户定制礼品500块,500,CNY,定制礼品,anchor,2026-08-31
人情送礼,en,Custom gift for client 500 bucks,500,CNY,Custom gift,anchor,2026-08-31
人情送礼,zh,今天明天生日鲜花蛋糕都按288元记,288,CNY,生日礼,"rel:0,1",2026-08-31|2026-09-01
人情送礼,en,Birthday flowers and cake 288 yuan today and tomorrow,288,CNY,Birthday gift,"rel:0,1",2026-08-31|2026-09-01
人情送礼,zh,香港亲戚送礼金饰3000HKD,3000,HKD,金饰礼,anchor,2026-08-31
人情送礼,en,Gold jewelry gift for HK relative 3000 HKD,3000,HKD,Gold jewelry gift,anchor,2026-08-31
人情送礼,zh,毕业礼物送钢笔200元,200,CNY,毕业礼,anchor,2026-08-31
人情送礼,en,Graduation gift fountain pen 200 yuan,200,CNY,Graduation gift,anchor,2026-08-31
人情送礼,zh,探望长辈买牛奶水果150块,150,CNY,探长辈,anchor,2026-08-31
人情送礼,en,Milk and fruit visiting elders 150 bucks,150,CNY,Visiting elders,anchor,2026-08-31
人情送礼,zh,商务伴手礼每人80元,80,CNY,商务伴手礼,anchor,2026-08-31
人情送礼,en,Business souvenir 80 yuan per person,80,CNY,Business souvenir,anchor,2026-08-31
人情送礼,zh,香港客户送保健品500HKD,500,HKD,保健品礼,anchor,2026-08-31
人情送礼,en,Health supplements for HK client 500 HKD,500,HKD,Health supplement gift,anchor,2026-08-31
人情送礼,zh,8月14日情人节送女朋友礼物520元,520,CNY,情人节礼,ymd:2026-08-14,2026-08-14
人情送礼,en,Valentine gift for girlfriend 520 yuan on August 14,520,CNY,Valentine gift,ymd:2026-08-14,2026-08-14
人情送礼,zh,六一给孩子买玩具300块,300,CNY,六一礼物,anchor,2026-08-31
人情送礼,en,Children's Day toy for kid 300 bucks,300,CNY,Children's Day gift,anchor,2026-08-31
人情送礼,zh,重阳节送老人补品280元,280,CNY,重阳礼,anchor,2026-08-31
人情送礼,en,Double Ninth Festival tonic for elders 280 yuan,280,CNY,Double Ninth gift,anchor,2026-08-31
人情送礼,zh,香港朋友结婚送餐具套装800HKD,800,HKD,结婚餐具礼,anchor,2026-08-31
人情送礼,en,Tableware set for HK friend wedding 800 HKD,800,HKD,Wedding tableware gift,anchor,2026-08-31
人情送礼,zh,跨年礼物送朋友199元,199,CNY,跨年礼,anchor,2026-08-31
人情送礼,en,New Year gift for friend 199 yuan,199,CNY,New Year gift,anchor,2026-08-31
人情送礼,zh,给师傅买烟酒茶400块,400,CNY,师傅礼品,anchor,2026-08-31
人情送礼,en,Cigarettes tea liquor for mentor 400 bucks,400,CNY,Mentor gift,anchor,2026-08-31
人情送礼,zh,开业礼物送招财摆件666元,666,CNY,开业礼,anchor,2026-08-31
人情送礼,en,Grand opening lucky cat gift 666 yuan,666,CNY,Grand opening gift,anchor,2026-08-31
人情送礼,zh,香港客户送本地特产300HKD,300,HKD,本地特产,anchor,2026-08-31
人情送礼,en,Local specialty for HK client 300 HKD,300,HKD,Local specialty,anchor,2026-08-31
人情送礼,zh,母亲节送妈妈项链888元,888,CNY,母亲节礼,anchor,2026-08-31
人情送礼,en,Mother's Day necklace for mom 888 yuan,888,CNY,Mother's Day gift,anchor,2026-08-31
人情送礼,zh,父亲节送爸爸手表1200块,1200,CNY,父亲节礼,anchor,2026-08-31
人情送礼,en,Father's Day watch for dad 1200 bucks,1200,CNY,Father's Day gift,anchor,2026-08-31
人情送礼,zh,七夕送男朋友礼物500元,500,CNY,七夕礼,anchor,2026-08-31
人情送礼,en,Qixi gift for boyfriend 500 yuan,500,CNY,Qixi gift,anchor,2026-08-31
人情送礼,zh,香港闺蜜生日送香水600HKD,600,HKD,生日香水礼,anchor,2026-08-31
人情送礼,en,Perfume for HK best friend birthday 600 HKD,600,HKD,Birthday perfume gift,anchor,2026-08-31
人情送礼,zh,元宵节送花灯礼品100元,100,CNY,元宵礼,anchor,2026-08-31
人情送礼,en,Lantern Festival lantern gift 100 yuan,100,CNY,Lantern Festival gift,anchor,2026-08-31
人情送礼,zh,给客户送日历台历50块,50,CNY,日历礼,anchor,2026-08-31
人情送礼,en,Desk calendar for client 50 bucks,50,CNY,Calendar gift,anchor,2026-08-31
人情送礼,zh,升职礼物送钢笔礼盒280元,280,CNY,升职礼,anchor,2026-08-31
人情送礼,en,Promotion gift pen set 280 yuan,280,CNY,Promotion gift,anchor,2026-08-31
人情送礼,zh,香港同事离职送定制水杯200HKD,200,HKD,离职礼,anchor,2026-08-31
人情送礼,en,Custom mug for HK coworker leaving 200 HKD,200,HKD,Farewell gift,anchor,2026-08-31
人情送礼,zh,冬至送长辈保暖内衣300元,300,CNY,冬至礼,anchor,2026-08-31
人情送礼,en,Winter solstice thermal underwear for elders 300 yuan,300,CNY,Winter solstice gift,anchor,2026-08-31
人情送礼,zh,给孩子买升学礼物400块,400,CNY,升学礼,anchor,2026-08-31
人情送礼,en,School admission gift for child 400 bucks,400,CNY,School admission gift,anchor,2026-08-31
人情送礼,zh,圣诞节送苹果礼盒88元,88,CNY,圣诞礼,anchor,2026-08-31
人情送礼,en,Christmas apple gift box 88 yuan,88,CNY,Christmas gift,anchor,2026-08-31
人情送礼,zh,香港客户送定制钢笔500HKD,500,HKD,定制钢笔礼,anchor,2026-08-31
人情送礼,en,Custom pen for HK client 500 HKD,500,HKD,Custom pen gift,anchor,2026-08-31
人情送礼,zh,闺蜜礼物送香水300元,300,CNY,闺蜜礼,anchor,2026-08-31
人情送礼,en,Perfume gift for best friend 300 yuan,300,CNY,Best friend gift,anchor,2026-08-31
人情送礼,zh,战友聚会纪念品150块,150,CNY,纪念品,anchor,2026-08-31
人情送礼,en,Veteran reunion souvenir 150 bucks,150,CNY,Souvenir,anchor,2026-08-31
人情送礼,zh,老师退休礼物200元,200,CNY,退休礼,anchor,2026-08-31
人情送礼,en,Retirement gift for teacher 200 yuan,200,CNY,Retirement gift,anchor,2026-08-31
人情送礼,zh,香港朋友乔迁送绿植盆栽300HKD,300,HKD,乔迁绿植礼,anchor,2026-08-31
人情送礼,en,Houseplant for HK friend moving 300 HKD,300,HKD,Moving plant gift,anchor,2026-08-31
人情送礼,zh,香港同事生日送礼物300HKD,300,HKD,生日礼,anchor,2026-08-31
人情送礼,en,Birthday gift for HK coworker 300 HKD,300,HKD,Birthday gift,anchor,2026-08-31
红包礼金,zh,昨天给侄子发压岁钱红包2000块,2000,CNY,压岁钱,rel:-1,2026-08-30
红包礼金,en,Gave nephew New Year red packet 2000 bucks yesterday,2000,CNY,New Year money,rel:-1,2026-08-30
红包礼金,zh,朋友结婚随份子888元,888,CNY,结婚随礼,anchor,2026-08-31
红包礼金,en,Friend wedding gift money 888 yuan,888,CNY,Wedding gift money,anchor,2026-08-31
红包礼金,zh,微信群里发红包200HKD,200,HKD,群红包,anchor,2026-08-31
红包礼金,en,WeChat group red packet 200 HKD,200,HKD,Group red packet,anchor,2026-08-31
红包礼金,zh,生孩子随礼666元,666,CNY,满月随礼,anchor,2026-08-31
红包礼金,en,Baby birth gift money 666 yuan,666,CNY,Full moon gift money,anchor,2026-08-31
红包礼金,zh,过年给长辈包红包5000块,5000,CNY,过年红包,anchor,2026-08-31
红包礼金,en,New Year red packet for elders 5000 bucks,5000,CNY,New Year red packet,anchor,2026-08-31
红包礼金,zh,本周六乔迁之喜发红包1888元,1888,CNY,乔迁红包,weekday:6,2026-09-05
红包礼金,en,Housewarming red packet 1888 yuan this Saturday,1888,CNY,Housewarming red packet,weekday:6,2026-09-05
红包礼金,zh,生日红包发了520HKD,520,HKD,生日红包,anchor,2026-08-31
红包礼金,en,Birthday red packet 520 HKD,520,HKD,Birthday red packet,anchor,2026-08-31
红包礼金,zh,开工利是发了100元,100,CNY,开工利是,anchor,2026-08-31
红包礼金,en,Work resumption lai see 100 yuan,100,CNY,Work resumption lai see,anchor,2026-08-31
红包礼金,zh,海外朋友结婚随礼200USD,200,USD,海外随礼,anchor,2026-08-31
